34781	1	1
35254	2	3
35889	2	3
35945	1	4
36501	1	2
36511	2	2
36690	1	6
36741	2	4
37063	2	2
37250	2	4
37677	1	1
37816	2	4
38108	1	6
38176	2	2
38528	2	3
39061	2	6
39167	1	4
39448	2	3
39459	2	3
40293	2	5
40588	1	1
40779	1	3
41119	2	6
41757	2	1
41932	1	4
42570	1	3
42653	2	4
42798	2	4
42805	1	3
42815	2	4
43298	1	3
43304	1	2
43371	1	5
43443	2	5
43673	2	5
43801	2	4
43938	2	3
44303	2	5
44419	2	1
44667	1	4
44670	2	3
44903	2	4
45196	2	3
45238	2	3
45391	2	4
45588	2	3
45681	2	2
45716	2	5
45748	1	2
46305	2	4
47476	2	4
47689	2	3
48045	2	2
48172	2	3
48317	2	3
48582	1	4
48925	1	5
49128	2	5
49351	2	4
49401	1	4
49876	2	3
49922	1	3
50583	1	3
50665	1	2
50900	1	3
50988	1	4
51742	2	3
52282	2	5
52368	1	2
52448	2	4
52777	1	5
52984	1	3
52997	2	5
53086	2	2
54569	2	2
54749	1	3
55025	1	2
55768	2	4
55812	2	4
56516	2	5
56552	2	3
56710	2	3
56807	1	3
57317	1	6
57384	2	4
57411	1	5
57549	2	6
58791	1	3
59575	2	3
59857	2	5
62864	2	3
63982	1	4
64142	2	3
64282	2	3
64345	2	4
64752	1	2
65093	2	4
65457	2	4
65629	1	5
65661	1	5
65827	2	6
66919	2	6
67059	1	5
67945	1	3
68055	2	3
68817	2	5
69194	2	3
69567	1	3
69730	2	3
70437	1	5
70931	2	3
71339	2	4
71403	1	3
71513	1	6
72629	1	3
73008	2	1
74037	1	4
74339	2	6
74655	1	6
74738	1	5
74824	1	4
74961	2	3
75754	1	3
75771	0	1
75782	2	6
76175	2	4
76857	1	4
78860	1	6
79209	2	1
80140	2	3
80511	1	4
80934	2	2
81472	1	5
81619	2	3
81944	2	1
81999	1	6
82492	1	6
83276	1	4
83306	2	3
83473	1	4
84652	2	3
85891	2	1
88233	2	1
88372	1	4
89144	1	4
89744	1	3
89984	2	6
90175	1	5
91196	2	4
92657	1	4
93129	1	3
93224	1	5
93359	1	5
93782	1	2
94306	1	4
95177	0	1
95474	1	4
96660	1	5
96831	1	5
98016	2	6
98622	1	2
100549	2	1
101737	1	3
102115	1	5
103734	2	5
104135	1	4
104376	1	2
105298	2	6
107121	1	4
107247	2	4
109502	0	3
111299	1	1
111985	2	4
112497	2	3
112850	1	3
113479	2	4
114330	1	6
114394	1	5
114500	1	5
114885	1	2
114990	1	3
115141	2	3
115548	2	3
116032	1	4
116253	2	2
116617	2	2
116651	1	6
117233	1	4
117362	2	1
118388	1	3
118614	1	2
119393	1	2
119999	2	2
120175	2	1
121278	2	4
122168	2	5
122522	1	2
124459	2	4
125093	2	4
125232	2	3
125447	1	4
126226	2	5
126522	1	3
127078	1	3
127218	1	3
128296	1	1
129175	2	4
129435	1	3
129819	2	6
130546	1	3
130817	2	4
131389	2	3
132108	2	4
132533	1	2
133088	1	1
133251	2	3
134009	1	4
135166	1	3
135444	2	6
135903	1	4
136430	2	4
136735	2	3
137033	2	3
137500	1	3
137588	1	3
137704	1	4
138527	2	2
139200	2	3
140418	2	2
140612	1	4
141198	1	3
141373	1	3
142255	1	3
142403	2	3
143299	1	3
143883	1	1
144074	1	6
144195	2	4
144278	1	5
144440	2	2
144466	2	5
145713	1	3
145909	1	5
147814	2	6
148309	2	2
148360	2	4
148860	2	3
149555	1	4
149641	2	4
149842	2	5
150582	1	3
151527	1	5
151968	2	4
152135	1	2
152895	2	2
153576	2	3
153764	2	3
155146	1	5
155658	1	4
156672	2	5
156688	2	4
156852	1	5
157413	2	5
157488	1	1
158101	1	2
158424	1	3
158808	1	2
160674	2	5
160691	2	5
160794	2	2
161025	1	2
161213	2	4
161232	1	4
161332	2	5
161994	1	3
162628	2	3
163030	1	5
163107	1	3
163116	1	3
163345	1	3
163619	1	6
164450	2	4
164706	2	5
166161	1	1
167056	1	5
167210	2	5
167598	1	3
167658	1	3
167713	1	4
167917	2	4
168219	1	4
168821	2	4
168953	2	5
170665	2	4
171021	2	3
171422	2	2
172248	2	4
172562	1	3
172783	2	4
174125	2	3
175251	2	6
175598	2	3
176338	1	2
176816	2	4
177173	1	4
177625	2	4
178489	2	3
178535	1	3
178703	1	3
180226	2	4
180590	2	3
181519	2	3
181716	1	1
183384	2	3
186313	2	3
186984	2	1
187512	2	5
187580	1	2
187643	2	3
187910	1	5
188072	1	5
188880	1	3
189614	2	3
190132	1	5
190810	2	3
191294	2	3
191349	1	1
192365	2	6
192504	1	2
193879	1	1
194326	1	5
194556	2	5
194561	1	5
195569	1	3
196043	2	5
197478	2	3
198132	2	2
199788	1	5
200933	1	3
201291	1	2
201606	2	3
201972	2	5
203069	2	4
203725	2	3
203752	1	2
204325	1	3
204554	1	4
204961	2	4
206603	1	4
206728	2	3
206857	2	4
208048	2	4
208473	1	5
210660	2	4
211987	0	1
212109	1	5
213432	2	4
214206	2	3
214525	1	4
216464	1	1
217257	1	3
217527	1	1
217759	1	5
218666	1	4
220078	2	3
220239	2	3
220550	1	1
220606	2	6
222242	1	3
224719	1	2
225813	2	3
226833	2	2
227519	1	4
227537	2	2
227671	1	4
230660	1	4
231771	1	3
231827	1	5
235124	1	6
241481	1	3
241928	2	1
242030	1	4
242438	2	4
242496	2	3
242700	1	3
242928	2	3
245231	2	3
246431	2	4
246585	1	5
246682	1	3
247535	1	6
248449	2	3
250054	1	3
250086	1	2
250996	1	3
251741	2	3
252984	0	1
253751	2	3
253853	0	1
255478	1	3
255487	2	4
257518	2	3
257521	1	5
257814	2	1
257888	2	3
259199	1	3
263269	1	2
263415	1	2
265108	1	3
266017	2	3
266490	2	4
266823	1	5
267146	1	5
267863	2	4
267906	2	5
267925	0	1
270059	2	4
271219	1	5
274258	2	6
274366	1	3
275043	2	6
276095	2	4
277437	2	3
280911	1	4
283225	1	2
283673	1	1
284240	1	5
284507	1	3
285588	1	4
286293	1	6
286872	1	3
287790	1	2
288679	1	4
290301	2	3
290466	2	2
290605	2	2
291158	2	1
291533	1	5
291782	2	5
292846	1	5
295001	1	6
295002	1	3
297353	1	2
298386	2	5
300147	1	4
300999	2	3
303879	2	2
307754	1	4
307787	1	3
308327	1	2
308398	1	4
308467	1	3
308810	2	2
309527	1	5
309883	2	5
310239	2	3
313484	1	4
314304	2	3
315078	1	2
315364	1	3
316009	2	1
318793	1	4
318990	1	3
319561	1	3
322805	1	4
325218	2	4
326188	1	4
327925	2	1
329616	2	3
330409	2	5
330526	1	1
330618	1	2
332016	1	4
337658	1	3
339041	1	2
339984	2	2
340644	1	3
341513	1	1
342931	1	4
344488	2	2
344985	2	6
347547	2	3
347749	2	5
350872	1	3
351697	1	1
356086	2	5
356904	2	1
357677	1	2
360146	2	6
360715	2	2
360779	2	4
361119	2	1
363306	1	5
363314	2	5
365680	1	3
368216	1	2
368836	1	3
369771	2	4
370801	2	3
372233	1	2
374748	1	2
375250	1	3
378377	1	5
378850	1	5
378865	1	4
379064	2	3
384327	1	4
385373	2	2
385539	1	4
386152	1	5
386401	2	4
386873	2	2
387511	2	6
389073	1	4
389616	2	2
390176	1	4
390264	1	2
390734	2	5
390852	1	3
392431	2	6
396744	2	5
397876	2	3
398334	1	5
398672	0	1
398680	1	3
400312	2	5
400793	1	4
402175	1	3
403836	1	3
403911	1	2
404184	1	3
404889	1	2
405346	1	4
405414	1	2
406592	1	2
406627	1	4
406721	1	5
407435	1	3
408413	1	2
408882	2	3
409338	1	2
409895	1	5
414198	2	4
414457	1	3
415213	2	3
415858	1	2
417007	1	2
418809	2	4
420220	2	5
420543	1	3
424388	2	5
425694	1	2
425761	2	2
426861	2	4
428353	2	3
428687	1	1
431134	1	3
433553	1	4
438119	2	4
438672	2	4
439190	1	3
441537	1	2
441853	2	4
442157	1	3
443297	2	2
444762	1	3
447634	1	4
447954	2	3
449888	2	2
451003	2	1
453971	2	3
454287	1	4
456202	1	3
456349	1	4
456647	1	4
458810	1	3
459180	1	3
460419	1	3
463858	2	3
465952	1	1
467127	1	3
472880	1	4
473096	2	5
473633	1	5
474826	2	5
475014	2	4
476368	2	3
477300	1	3
479440	1	2
480332	1	2
482234	2	1
483590	2	4
484514	2	3
485460	2	3
486838	2	5
486944	2	2
487571	1	3
487575	0	1
491209	2	2
492200	2	4
492560	1	3
493907	1	6
495148	2	5
495176	0	1
495440	1	2
496151	2	1
496438	2	2
500478	2	4
501423	2	3
502058	2	5
502569	2	3
503432	1	3
504635	2	3
509546	1	5
509654	1	4
509811	2	2
511811	1	4
512629	1	1
515236	2	4
519365	1	5
519801	1	1
520221	1	3
520540	2	3
521094	2	5
522060	1	4
524131	0	1
524698	2	5
526917	2	4
527430	1	4
527807	1	3
528297	1	1
532890	1	4
534898	2	6
535674	2	3
536109	1	2
537055	1	2
540371	1	4
541996	1	5
544879	1	6
547244	2	4
547926	1	5
547969	2	3
549722	1	4
550998	1	1
551372	2	3
553153	2	1
553401	1	4
553519	1	1
556401	2	4
562844	2	3
566445	1	3
567452	2	5
568322	2	2
572317	1	2
573235	1	2
575526	1	4
576781	2	3
577479	1	4
577715	2	6
577994	2	2
578118	2	3
578124	2	2
584011	1	1
586586	1	3
587048	1	4
587905	2	6
587981	1	4
590460	1	3
590566	1	4
591655	2	6
593953	1	3
596936	1	3
599599	2	3
603968	2	5
604429	1	3
607180	1	2
607886	1	4
610400	1	2
610537	1	5
612383	2	2
614514	2	4
615881	1	5
617261	2	3
618609	2	3
618701	1	4
619984	1	3
621194	1	4
622204	1	3
622994	1	4
627828	2	4
627965	2	2
628892	1	3
629781	2	4
631001	2	4
631470	1	3
633022	1	5
634349	1	3
637824	2	5
639385	2	4
641080	1	5
643078	1	1
643712	2	4
644627	2	3
644911	1	5
647199	1	4
649185	1	4
649633	1	2
652760	2	1
654889	2	3
655445	2	3
655985	2	3
656173	2	2
656214	1	3
658982	1	4
661676	1	2
661704	2	5
663483	2	3
665102	2	3
668226	1	2
670415	1	2
670607	1	2
673563	2	3
675326	2	5
676460	1	5
677205	2	4
677596	1	3
681793	1	1
683855	2	5
687802	1	6
688140	2	2
691325	2	2
692068	1	5
693249	2	3
694373	1	3
696780	2	3
697117	2	4
698422	1	3
699505	1	3
700444	2	3
702813	1	2
704504	2	4
705088	1	4
705399	2	2
706554	2	5
708918	1	3
709437	1	4
711622	1	2
711727	1	3
713990	2	6
717314	1	3
718001	1	3
721018	1	4
721157	1	1
722116	2	3
730544	1	3
731567	2	4
732288	1	5
740152	1	4
743561	2	4
744985	1	5
745697	2	4
747137	2	3
748140	1	5
748338	2	1
748354	1	4
748524	1	5
750649	1	3
754580	1	4
755158	2	2
755915	2	2
760973	1	3
764451	1	2
764566	1	3
764838	2	3
768871	2	2
769168	2	5
769714	1	3
774352	1	5
774712	1	4
777735	2	6
778654	1	5
778656	1	5
781866	1	2
783591	2	4
785079	1	4
787528	1	4
795655	1	3
796556	1	3
798774	2	3
802702	1	4
804331	2	3
806455	1	4
807480	2	5
809562	1	5
810064	1	4
810221	1	2
810650	1	4
812809	1	5
813611	1	2
814745	2	3
818929	2	5
820856	1	2
821686	0	1
826575	1	5
826642	2	5
829924	1	1
831590	1	3
831799	1	2
841831	1	3
843913	1	4
844878	2	6
845286	1	4
845471	1	2
846271	1	5
847260	1	4
847421	2	4
848000	1	3
856725	1	4
857167	1	4
858576	1	3
861574	1	3
864304	2	2
870802	1	4
872051	2	5
876093	2	2
879834	2	4
880644	1	5
880980	1	5
882016	1	3
885367	1	1
889099	2	5
890395	2	3
891587	2	5
892144	2	4
895290	1	4
903523	1	6
903691	2	4
905099	2	4
905961	2	6
909338	1	5
911012	2	4
920509	1	5
921155	2	4
923001	1	6
924435	1	3
926059	1	2
930540	1	5
935639	1	2
938663	1	3
938883	2	2
940247	1	3
942342	1	3
943057	0	1
948113	2	4
948451	1	4
948695	1	3
949296	1	6
949531	1	5
951240	2	1
955699	2	2
957492	2	4
959159	1	1
963122	1	3
965633	1	3
967784	1	4
969556	2	3
971089	1	4
973905	2	5
974411	2	3
977244	1	4
978306	1	2
978309	2	5
979669	2	5
980457	1	5
985132	1	1
985339	1	3
986682	2	3
988710	2	4
993048	1	5
995392	1	5
995651	2	5
996684	1	3
996950	2	2
998406	2	5
999177	2	3
999999	1	3
1000255	2	5
1011494	2	2
1012918	2	4
1013198	2	3
1016374	1	5
1017116	1	4
1019408	1	1
1021179	1	4
1021882	1	1
1023011	2	6
1023874	1	4
1025144	1	5
1025267	0	1
1028039	2	6
1032074	2	3
1034575	2	1
1034811	1	4
1035231	1	5
1037791	1	5
1039528	2	2
1040425	2	3
1043394	1	5
1043633	2	6
1045686	1	3
1051485	2	5
1054344	2	4
1057454	2	3
1061546	2	2
1061782	1	4
1068024	1	5
1068035	2	6
1068969	1	3
1072172	2	2
1072896	1	2
1073604	1	2
1074781	2	5
1076868	2	3
1077793	2	2
1077828	1	2
1077869	2	3
1083396	1	2
1090667	1	6
1091041	1	6
1092530	2	3
1093892	1	3
1099252	1	4
1100150	1	5
1102306	2	2
1106633	2	5
1107780	2	2
1110302	1	4
1111240	1	3
1112655	2	4
1112775	1	4
1113481	1	4
1113962	2	1
1120481	1	5
1122732	2	3
1123823	1	5
1128386	1	3
1128655	1	4
1133034	2	3
1133206	1	3
1136031	1	4
1137224	1	4
1146412	2	3
1146522	2	3
1148262	1	5
1151222	1	3
1151896	2	3
1155217	1	2
1157676	2	5
1158843	1	2
1158969	1	2
1166082	1	5
1169643	2	5
1171575	1	3
1173972	2	3
1175415	1	5
1179636	2	3
1181043	2	1
1187322	2	5
1191468	2	3
1194600	1	5
1195850	2	2
1197611	1	1
1198220	2	4
1198777	2	1
1200160	1	3
1204520	1	5
1205292	1	5
1207159	0	6
1210845	2	1
1212487	1	3
1213597	2	6
1225640	2	3
1227963	2	3
1228747	1	4
1229096	1	3
1230860	1	3
1236133	1	5
1237439	1	3
1238540	1	5
1239637	1	3
1240681	2	3
1242219	1	2
1252172	1	3
1253147	1	3
1253670	1	3
1255636	1	6
1257139	2	6
1259239	2	1
1261734	2	2
1262301	2	2
1263399	1	4
1266495	1	3
1269870	2	3
1270592	0	1
1271116	2	3
1275009	1	2
1275060	2	5
1278535	1	5
1279291	1	5
1279783	2	1
1280547	2	1
1281193	1	2
1281464	2	6
1281587	1	2
1284993	2	3
1288306	1	6
1288694	0	1
1299701	2	1
1301507	2	3
1303202	1	6
1305729	1	3
1306737	1	2
1307537	2	1
1308376	1	4
1318806	1	4
1320079	2	4
1325540	1	6
1327536	2	3
1329127	2	2
1333306	1	3
1340806	1	6
1344676	1	5
1350135	2	3
1351681	1	4
1352041	2	4
1361343	1	2
1364940	1	3
1365092	1	5
1366293	2	5
1371896	2	4
1373607	1	5
1376103	2	2
1376595	1	3
1378832	1	5
1381190	1	2
1381947	2	5
1383520	1	1
1385645	2	3
1385984	1	5
1404727	2	3
1409424	0	1
1411484	2	6
1412942	2	2
1414167	1	6
1416255	2	4
1418961	1	2
1422263	1	4
1425775	2	3
1430383	2	4
1430995	2	5
1433549	2	1
1438708	1	1
1442831	2	4
1443781	1	3
1445181	2	3
1445511	2	2
1445655	1	3
1447150	1	3
1448675	1	6
1449133	1	4
1456206	2	6
1457335	1	4
1457560	2	3
1458329	1	3
1470654	1	3
1470861	1	2
1473678	1	3
1478717	1	3
1480901	1	4
1483508	1	3
1492109	1	2
1492563	2	2
1494386	1	3
1497005	1	5
1499048	1	6
1499660	2	4
1503067	2	5
1507670	2	3
1509725	2	2
1510564	2	3
1515109	1	6
1515381	1	3
1519653	2	2
1524960	2	2
1526417	1	2
1532340	2	4
1539547	2	2
1540844	1	3
1543327	2	1
1543896	1	2
1544376	2	4
1544886	1	5
1545202	2	5
1551554	1	3
1554187	1	2
1555410	2	1
1559763	1	2
1561392	0	1
1561602	2	1
1564838	2	3
1568228	1	2
1569227	1	2
1571834	2	4
1572628	2	4
1574275	2	5
1578061	2	3
1580381	2	5
1582921	1	6
1589229	2	3
1589845	1	3
1590163	1	5
1593618	2	5
1596024	1	3
1603089	2	2
1604387	2	2
1611028	1	3
1612891	1	5
1612907	2	5
1616920	2	3
1617219	2	3
1618483	1	2
1618493	2	3
1618637	2	4
1620871	2	5
1621315	2	5
1622125	2	3
1627415	2	2
1633752	1	1
1634473	1	3
1635585	2	4
1640983	2	4
1644212	1	1
1646919	1	5
1654715	1	2
1655260	2	5
1660085	1	3
1661693	2	5
1666571	2	3
1668418	1	4
1668900	2	2
1669195	2	2
1669631	1	2
1676812	2	2
1678497	2	4
1683594	1	2
1685394	2	2
1686473	2	3
1689805	2	2
1691754	2	3
1692821	2	4
1697060	1	3
1706318	1	3
1716353	2	6
1731210	2	4
1739177	2	2
1743895	1	3
1750133	2	4
1757510	2	4
1760200	2	4
1763298	2	2
1763795	2	5
1766112	2	3
1772157	2	5
1772946	2	5
1780501	1	3
1781174	2	5
1785087	2	4
1799423	2	4
1810927	2	3
1813827	2	3
1815813	2	3
1816561	1	3
1817638	1	3
1819819	2	2
1831321	1	6
1833664	2	4
1835185	1	6
1835800	1	4
1839220	1	5
1839705	1	2
1843686	1	3
1844673	1	3
1846902	1	4
1855249	2	1
1855251	1	2
1860447	1	3
1861915	2	3
1862875	2	5
1863085	1	1
1868427	2	2
1869492	2	6
1869533	2	2
1871015	1	2
1885625	1	3
1893204	2	5
1899153	2	5
1902483	1	1
1909344	2	5
1910851	2	2
1911176	1	5
1911793	1	2
1914770	2	3
1915536	1	4
1927893	1	3
1930799	1	2
1935459	1	1
1942740	1	4
1946391	2	1
1953318	1	4
1954538	2	3
1959176	1	2
1962086	2	4
1967930	1	4
1968826	1	4
1970602	1	3
1972044	2	2
1979908	2	4
1980196	2	4
1987029	2	3
1999134	2	6
1999154	1	3
1999579	1	3
1999616	1	6
2003719	2	3
2004545	1	5
2012457	1	3
2014476	2	5
2014782	1	4
2021121	2	1
2032799	1	3
2033885	2	2
2052028	2	4
2056212	1	3
2059258	1	2
2064255	2	2
2069387	1	6
2070207	1	3
2072479	2	2
2075325	2	2
2075326	1	2
2081509	2	3
2081630	1	6
2083854	2	3
2084294	2	2
2084818	1	4
2085214	1	2
2086997	2	5
2088707	1	2
2089122	1	1
2089170	1	3
2098336	1	4
2098598	1	2
2103404	1	4
2109227	2	4
2113615	2	6
2121399	1	3
2125307	1	5
2125878	2	5
2127544	1	3
2143381	1	1
2144361	1	4
2152276	1	1
2156298	1	4
2158205	1	5
2159388	1	2
2159450	1	1
2167322	1	5
2169411	1	3
2172766	1	1
2173252	1	3
2205276	1	3
2208300	2	3
2210236	1	5
2212661	2	1
2212766	1	2
2217011	2	4
2217175	1	3
2222620	2	2
2224540	1	3
2225293	2	2
2227311	2	3
2232202	1	4
2236907	2	1
2242565	1	3
2268767	2	3
2270267	2	3
2275378	2	3
2275751	2	4
2276087	2	2
2278455	1	1
2280438	2	1
2280727	2	6
2282737	2	3
2283780	2	3
2285777	1	5
2286542	1	5
2291855	2	3
2293991	1	6
2299799	1	3
2302752	1	6
2303220	1	5
2306722	1	4
2306751	1	3
2311650	1	3
2313360	1	5
2316089	2	3
2321178	1	5
2334767	1	4
2342045	2	4
2342328	1	2
2343763	2	2
2344337	1	6
2350475	2	4
2350711	2	2
2350716	2	5
2359273	2	2
2359763	2	4
2361354	1	3
2365439	1	6
2367849	2	3
2372019	1	4
2373819	1	6
2382314	2	2
2384781	2	3
2385615	2	1
2385887	1	4
2386066	1	2
2387673	1	6
2394697	2	4
2406175	1	2
2406615	1	2
2407102	1	3
2407248	1	4
2413055	1	3
2413265	1	4
2418027	2	2
2418530	2	2
2423309	1	4
2424200	1	2
2425366	1	3
2427141	1	5
2432329	1	5
2432689	0	1
2446876	1	1
2447779	1	2
2449364	2	2
2451994	1	4
2454397	1	1
2464207	2	3
2464737	1	3
2466792	2	5
2470072	2	2
2476861	1	4
2477368	2	6
2478145	1	6
2480634	2	3
2482850	1	5
2495947	1	4
2497023	2	3
2499388	1	4
2500829	1	3
2504302	1	2
2509795	1	3
2510508	1	5
2510545	2	5
2515774	1	3
2519666	1	6
2528724	1	5
2528862	2	4
2533069	1	5
2533662	1	3
2540926	1	3
2541857	1	3
2542846	2	4
2544297	1	2
2550631	2	3
2556925	2	2
2563338	2	2
2565345	2	3
2565858	1	4
2567325	1	3
2569429	1	5
2570852	1	3
2579768	2	3
2580989	1	2
2581361	1	5
2582911	1	3
2584539	1	1
2588084	1	3
2594828	2	2
2595548	1	3
2595924	1	3
2600229	1	2
2600737	1	2
2607108	1	2
2607791	1	3
2608913	1	1
2617799	2	2
2618512	1	5
2632430	2	3
2632469	1	4
2643110	2	3
2651409	1	6
2657433	2	2
2658118	1	4
2673706	1	1
2674543	1	2
2677129	1	2
2678603	1	6
2685032	2	3
2687816	1	2
2696957	1	3
2700178	1	4
2702516	2	5
2710482	1	5
2723830	1	1
2723901	1	5
2731262	1	1
2734598	1	4
2738971	1	1
2739335	1	4
2741667	2	1
2742310	2	5
2743051	2	4
2745884	2	6
2746896	2	4
2750290	1	2
2763627	2	3
2771355	2	5
2778240	1	2
2783093	2	3
2796078	1	4
2802659	2	4
2806684	2	4
2812419	1	2
2815202	2	3
2818446	2	4
2830888	2	4
2831656	2	1
2832862	2	4
2844110	2	4
2851377	1	4
2852505	2	3
2853641	1	3
2854484	1	5
2856991	1	3
2865703	2	6
2865984	1	4
2867183	1	3
2867968	2	3
2869437	1	3
2869706	1	3
2881078	1	3
2886757	2	5
2888758	2	3
2889459	1	2
2890649	2	3
2928317	2	4
2931612	1	3
2931669	1	4
2932333	2	3
2934666	2	3
2936624	2	5
2940313	2	5
2942311	1	4
2959642	1	4
2960614	1	2
2962580	1	2
2963086	2	2
2967796	1	3
2976722	2	6
2979933	2	3
2980732	1	3
2982726	1	5
2990599	2	2
3003264	2	4
3010248	1	5
3010741	1	3
3013803	1	3
3015679	2	5
3016265	1	1
3037588	1	3
3051844	1	2
3056712	1	6
3076681	2	5
3096264	1	4
3097291	2	2
3100080	1	5
3100919	2	2
3107673	2	5
3112591	1	3
3121996	1	5
3129709	1	6
3133060	1	5
3135955	2	4
3146967	2	5
3151543	1	2
3165241	2	3
3170366	2	3
3170837	2	2
3171823	2	1
3173846	2	5
3184277	2	6
3192683	2	4
3202365	1	3
3202892	2	4
3204125	2	2
3209420	2	4
3213041	2	6
3213901	2	5
3218835	1	4
3221822	1	4
3222910	1	1
3225448	1	4
3229895	1	3
3231789	1	3
3236008	2	5
3240293	2	3
3240310	1	4
3240412	1	5
3242128	2	4
3242883	2	5
3249759	2	5
3259765	2	4
3264614	2	4
3272751	1	4
3281936	2	5
3295022	2	4
3295776	1	3
3301095	1	3
3302295	1	3
3302572	1	4
3305957	1	5
3308087	2	4
3314542	2	3
3314842	2	4
3321414	2	3
3328378	2	4
3328939	2	5
3331958	2	1
3336142	1	5
3336229	1	2
3339443	2	4
3351824	2	3
3356297	1	4
3361174	1	5
3376717	1	4
3389131	2	5
3403764	2	4
3405875	2	4
3406354	1	2
3410079	1	3
3411292	2	4
3414302	1	3
3415607	1	3
3417475	1	2
3423045	2	3
3424477	2	5
3432500	1	6
3435263	2	2
3435750	1	2
3447292	1	3
3447696	1	2
3452299	2	5
3468883	2	4
3469564	1	1
3472582	1	2
3473836	2	3
3477071	2	5
3482580	2	2
3486029	1	5
3491282	2	3
3494216	1	4
3498551	2	4
3500133	2	3
3512938	2	3
3524883	1	4
3529050	1	2
3530331	2	4
3535011	2	4
3538564	1	2
3541839	1	5
3560467	2	4
3564893	1	6
3566650	2	3
3567615	2	1
3567703	1	3
3568207	1	5
3568533	2	5
3574596	1	2
3583609	2	3
3587834	2	6
3588656	2	1
3589797	2	4
3590854	1	4
3594201	2	6
3596044	1	3
3614473	1	2
3630648	2	3
3633681	1	5
3639136	1	5
3643282	1	2
3646213	1	1
3651442	1	1
3653495	2	2
3655861	2	4
3657018	1	5
3673528	2	5
3689780	1	2
3702491	2	2
3709463	2	4
3712025	1	3
3721692	1	1
3724585	1	4
3735681	1	6
3751128	2	4
3758923	2	1
3768518	1	3
3771770	1	3
3791527	1	4
3809371	2	6
3811490	1	5
3812247	1	4
3812910	2	3
3816548	2	3
3818269	1	3
3818414	1	5
3823818	1	3
3825930	1	3
3832821	1	3
3840618	1	3
3850045	1	3
3864536	1	4
3880689	1	1
3884221	2	2
3896247	1	4
3903094	2	4
3906186	1	4
3906553	1	3
3913317	1	4
3933776	1	3
3938006	2	4
3951531	2	4
3954223	1	3
3964182	1	2
3967556	1	5
3969979	1	1
3975331	1	4
3982298	1	1
3982553	1	2
3984768	1	3
3992747	1	5
4009176	2	3
4017226	1	3
4019034	1	3
4021036	1	3
4060074	2	5
4061218	2	3
4064260	1	5
4068394	1	5
4079351	2	2
4080029	2	2
4080526	1	5
4083840	1	3
4083863	1	3
4084032	1	2
4085228	2	3
4097107	1	5
4102268	2	2
4113916	1	5
